nFID	lat	lon	location	name	last_at	time	city	gender	id	followers_count	friends_count	statuses_count	created_at	domain	status_id	status_text
55304	22.96248	113.21417	¹ã¶« ¹ãÖÝ	___¶¼¶¼¶¼¶¼¶¼°®ÈË	2014/5/2 0:00	0:00:00	1	f	3798672030	49	64	206	Sat Sep 14 15:06:03 +0800 2013		3.76527E+15	×ª·¢Î¢²©
55303	23.03679	113.15618	¹ã¶« »ÝÖÝ	5ÎÄºÆ	2014/5/2 0:00	0:00:00	13	m	2476584350	263	248	10	Tue Oct 18 20:11:26 +0800 2011		3.76827E+15	@_ÁºÕñºÀ @ÀîºÀ½Ü1- @ÁÎ_è÷Åµ //@ÀîºÀ½Ü1-:@—î_Óî·æ @5ÎÄºÆ @ÁÎèò½¡A
117722	23.1593	113.25669	¹ã¶« ¹ãÖÝ	AAA°Ù³±	2014/5/2 0:00	0:00:00	1	f	5114808364	102	89	246	Mon Apr 21 00:39:12 +0800 2014		3.765E+15	À´¿´¿´ÎÒÅÄµÄMV£º¡°#ËæÊÖÅÄ#¿´ÎÒ²»¶Ì²»´ÖµÄÍÈÍÈÍÈÍÈ??????¡±£¬µã´Ë²¥·Å>> http://t.cn/R774Ga0£¨Í¨¹ý #ÃÀÅÄ# Â¼ÖÆ£©
117717	23.17365	113.25466	¹ã¶« ¹ãÖÝ	AIunHÄÝÄÝ	2014/5/2 0:00	0:00:00	1	f	3161858247	77	181	14	Sun Jan 20 17:30:35 +0800 2013		3.76564E+15	[ÎûÎû][ÎûÎû][ÎûÎû][ÎûÎû][°®Äã][°®Äã]Ã¿Ìì•þ×ŒÄãÖªµÀÎÒµÄ´æÔÚ¡£[Ç×Ç×][Ç×Ç×][ÐÄ][ÐÄ][Ò®][Ò®] http://t.cn/R7wXNDO
109721	23.12201	113.81036	¹ã¶« ¶«Ý¸	Betty--chan	2014/5/2 0:00	0:00:00	19	f	1874588882	332	262	374	Fri Nov 12 18:59:54 +0800 2010		3.76766E+15	[°®Äã]
163074	23.12201	113.81036	¹ã¶« ¶«Ý¸	Betty--chan	2014/5/2 0:00	0:00:00	19	f	1874588882	331	262	374	Fri Nov 12 18:59:54 +0800 2010		3.76766E+15	[°®Äã]
92876	23.11796	113.40131	¹ã¶« ¹ãÖÝ	biraphy	2014/5/2 0:00	0:00:00	1	f	2464571602	273	992	1188	Thu Oct 13 15:27:10 +0800 2011		3.758E+15	ÞD°lÎ¢²©
81547	23.10322	113.29864	¹ã¶« ÉÇÍ·	CDRui_Claire	2014/5/2 0:00	0:00:00	5	m	1761579562	424	498	1610	Sun Jun 13 17:04:59 +0800 2010		3.76609E+15	ÖµµÃÒ»¿´£¡//@ÀÖÆ¿×Ó__:ÞD°lÎ¢²©
55301	23.03494	113.14353	¹ã¶« ·ðÉ½	chengzichen	2014/5/2 0:00	0:00:00	6	f	2860183814	71	245	289	Wed Jul 04 19:12:39 +0800 2012		3.76738E+15	×ª·¢Î¢²©
92889	23.11035	113.40643	¹ãÎ÷ ÎàÖÝ	DoubleÒªÊÝµ½95½ï	2014/5/2 0:00	0:00:00	4	f	1732895803	1025	279	5273	Sat May 01 18:20:10 +0800 2010		3.76824E+15	ÏëÆðÖ®Ç°ÀäÕ½ÈýÌì£¬¶¼»¹ÌìÌì¸øÎÒÖó·¹£¬ÍíÉÏ¸øÎÒ¸Ç±»×Ó
81550	23.06483	113.31466	¹ã¶« ¹ãÖÝ	HeSxXo	2014/5/2 0:00	0:00:00	1	f	3601054940	52	265	20	Mon Jul 08 11:01:02 +0800 2013		3.76485E+15	×ª·¢Î¢²©
144344	23.19431	113.42866	¹ã¶« ¹ãÖÝ	HoOdØ¼	2014/5/2 0:00	0:00:00	1	m	3420092060	173	130	14	Sun May 05 21:37:18 +0800 2013		3.76748E+15	¼±³öÅä¼þ vision·É»ú°Ñ  ×Ô´ø¼Û¸ñ  9ÐÂ   @bike×ø¹Ü  150    @ÏÐÖÃËÀ·É °ï°ïÃ¦
73196	23.03883	113.1222	¹ã¶« ·ðÉ½	H-¹ÌÖ´²»ÊÇÎ¨Ò»-R	2014/5/2 0:00	0:00:00	6	f	2654855251	447	227	459	Fri Mar 09 18:34:02 +0800 2012		3.75867E+15	Ô­ÁÂÎÒÍÁ±î??????ÏÖÔÚ²ÅÖªµÀÔ­À´Ñ§Ð£ÀïÃæÓÐWiFi??????
76161	23.03883	113.1222	¹ã¶« ·ðÉ½	H-¹ÌÖ´²»ÊÇÎ¨Ò»-R	2014/5/2 0:00	0:00:00	6	f	2654855251	448	227	459	Fri Mar 09 18:34:02 +0800 2012		3.75867E+15	Ô­ÁÂÎÒÍÁ±î??????ÏÖÔÚ²ÅÖªµÀÔ­À´Ñ§Ð£ÀïÃæÓÐWiFi??????
144351	23.16851	113.36277	¹ã¶« ¹ãÖÝ	Jeam-hjh	2014/5/2 0:00	0:00:00	1	m	3848817549	42	391	790	Sat Oct 12 19:50:07 +0800 2013		3.76806E+15	ÓÖµ½Öéº£ http://t.cn/R7thRkJ
106574	23.06233	113.58884	¹ã¶« ¶«Ý¸	Jeffree_Mo	2014/5/2 0:00	0:00:00	19	m	1905742355	149	108	265	Wed Dec 29 12:03:59 +0800 2010		3.73161E+15	ÎÒºÍ´óÀÐÓÐ¸öÔ¼»á¡­ºÃ¾ÃÎÞÌåµçÓ°À²¡­µÚÒ»´ÎÍ¬´óÀÐÈ¥ÌåIMAX¡­ÎáÖª¼¸Ê±¿ªÊ¼×Ô¼º±äµÃÕ¬×ó¡­ËùÓÐÒ°¶¼±äµÃÁ½µãÒ»Ïß¡­×öÒ°-Ñµ¾õ-×öÒ°¡­¾¿¾¹Ïµ»·¾³¸Ä±ä×óÎÒ¶¨ÏµÎÒ¸Ä±ä×ó»·¾³¡­anyway¡­keep moving¡­anything will be the last¡­ http://t.cn/RPvzaXr
21299	22.72709	112.92679	¹ã¶« ½­ÃÅ	Justine_	2014/5/2 0:00	0:00:00	7	f	1996732431	360	65	3802	Sun Feb 27 23:10:35 +0800 2011		3.76789E+15	ÎÒ¶ÔÕâ¸ö¿´Á³µÄÊÀ½ç¾øÍûÁË[ÀáÁ÷ÂúÃæ]//@carl_Ýx:¶ÔÕâ¿´ÑÕµÄÊÀ½çºÃ¾øÍû[°Ý°Ý][°Ý°Ý][°Ý°Ý]
53383	23.028	113.054	¹ã¶«	kateÏ´¼ô´µ	2014/5/2 0:00	0:00:00	1000	m	2656469867	9	13	841	Thu Mar 08 20:27:23 +0800 2012		3.70557E+15	Ã¦ÁËÒ»Ìì¡¢ÏÂ°àÍ·¾Í¿ªÊ¼Í´ÁË[Àá][Àá][Àá] ÎÒÔÚ:http://t.cn/8FcmgWz
36374	22.83648	113.25989	¹ã¶« ·ðÉ½	lavenderµÄÃûµ¥	2014/5/2 0:00	0:00:00	6	f	2855031870	225	260	584	Fri Jun 29 13:02:24 +0800 2012		3.76718E+15	×ª·¢Î¢²©
166655	23.24892	113.34781	¹ã¶« ¹ãÖÝ	Layoiety	2014/5/2 0:00	0:00:00	1	f	2970464741	47	77	612	Wed Oct 03 13:21:42 +0800 2012	y646372548	3.76824E+15	¡ú_¡ú
179905	23.31233	113.8201	¹ã¶« ¹ãÖÝ	LLLLLÏþ¾ý	2014/5/2 0:00	0:00:00	1	f	2622359287	46	41	26	Sat Feb 18 20:13:36 +0800 2012		3.70557E+15	Õ¦µØÏÖÔÚÉ¶ÈË¶¼ÓÐßÖ£¿ ÎÒÔÚ:http://t.cn/8s3y6LY
123974	23.18142	113.35446	¹ã¶« ÉÇÍ·	LÈÕÒ¢¾ÅÈÕ	2014/5/2 0:00	0:00:00	5	m	2489954655	109	108	340	Thu Nov 24 21:06:38 +0800 2011		3.76345E+15	»Æ½ð/ÃÀÔª£º·´µ¯ÐÞÕý£¬¹Ø×¢20ÈÕ¾ùÏß | ¼¼Êõ·ÖÎö - DailyFX²Æ¾­Íø-Íâ»ãÅÆ¼Û-»ãÂÊ-¼´Ê±±¨¼Û-»ãÊÐ×ßÊÆ·ÖÎö http://t.cn/RhkZ6PP 
81549	23.072	113.34988	¹ã¶« ³±ÖÝ	man_czt	2014/5/2 0:00	0:00:00	51	m	2457502711	244	164	1499	Thu Nov 10 20:52:28 +0800 2011		3.76823E+15	#÷È×å°¢Àï·¢²¼»á#ÎÒÒªÃÃÖ½4£¬ÍÁºÀ½ð http://t.cn/8kRRrcZ
4884	22.61235	113.25064	¹ã¶« ÖÐÉ½	naChan--	2014/5/2 0:00	0:00:00	20	f	1882640117	129	123	593	Sun Dec 05 01:26:37 +0800 2010	yulichan5	3.72546E+15	·³ÄÕ¶¼ÊÇ×ÔÕÒµÄÂð£¿ http://t.cn/RvH9hPe
52005	22.83771	113.97193	¹ã¶«	Piscel	2014/5/2 0:00	0:00:00	1000	m	1698649222	103	201	599	Tue Feb 23 10:33:17 +0800 2010		3.76748E+15	×Ô¼ºÅªµã¶«Î÷³ÔÒ²Ò²ºÃÍæ http://t.cn/R7G17nA
81552	23.11389	113.2463	ÆäËû	sensesggg	2014/5/2 0:00	0:00:00	1000	f	1880291671	7217	549	54	Thu Dec 02 17:53:30 +0800 2010		3.7672E+15	 //@À¼F_:Ð£ÓÑ[Î§¹Û]
92888	23.11796	113.40131	¹ã¶« ¹ãÖÝ	simpleÇïp	2014/5/2 0:00	0:00:00	1	f	2083609195	253	173	699	Tue Apr 12 19:09:02 +0800 2011		3.76261E+15	#Å¯Å¯»·ÓÎÊÀ½ç#
25903	22.68935	113.83779	¹ã¶« ÉØ¹Ø	SUCCUBA-HuangÑþÑÞ	2014/5/2 0:00	0:00:00	2	f	2509085024	2100	166	163	Wed Nov 02 11:48:24 +0800 2011		3.7679E+15	GD·¢ÐÍºÃ¿É°®ÄØ
31531	22.665	114.02999	¹ã¶« ÉîÛÚ	sÐí·Æ·²	2014/5/2 0:00	0:00:00	3	f	2932330743	26	80	153	Mon Oct 01 15:04:06 +0800 2012		3.76772E+15	·ÖÏíÒ»Ê×iPhoneÁåÉù:·Ç³£ºÃÌýµÄÅ·ÃÀÅ®Éù£¬ÊÔÌý:http://t.cn/RheX9H4
107659	23.11496	113.64834	¹ã¶« ¹ãÖÝ	twelvexo_	2014/5/2 0:00	0:00:00	1	f	2675776812	383	264	3575	Sat Jan 21 00:25:05 +0800 2012		3.76742E+15	ÎÒÈ¥ÉÏÑ§ÁË ÐÇÆÚÎå»ØÀ´µÄÊ±ºò»á¿´µÄ[ÐÄ] //@twelvexo_:°ïÃ¦À©Ò»À© ¿´ÉÏµÄË½ÐÅÎÒ[¿ÉÁ¯][¿ÉÁ¯]
41553	22.92124	113.21075	¹ã¶« ·ðÉ½	Vampire_³þÒ¯	2014/5/2 0:00	0:00:00	6	f	1980229947	300	879	9836	Sun Feb 20 19:05:03 +0800 2011		3.76816E+15	°¡Ñ½ÎÒÃÇÐ¡½¾°Á£¡ //@Bright_star_ÕÅÒÕÐË×ÊÔ´²©:#ÕÅÒÕÐË# #LAY#ÕÅMC¼ÓÓÍ£¡
117716	23.17904	113.23133	¹ã¶« ¹ãÖÝ	wenö©20	2014/5/2 0:00	0:00:00	1	f	2774255487	30	45	223	Fri Sep 14 10:04:15 +0800 2012		3.76529E+15	ÇïÌì¡«ÉË¸ÐµÄ¼¾½Ú£¡£¡ http://t.cn/R7zQPh7
58359	23.00972	113.30017	¹ã¶« ¹ãÖÝ	xAngle‡OGa	2014/5/2 0:00	0:00:00	1	f	1808438634	453	257	250	Wed Sep 08 10:53:54 +0800 2010	iamxmm	3.76211E+15	¡ú_¡úÐ»Ð»Äã
117719	23.14874	113.23669	¹ã¶« ÉÇÎ²	zYL-ÑÅÀö	2014/5/2 0:00	0:00:00	15	f	1639131931	759	202	1734	Sat May 07 23:07:25 +0800 2011		3.76523E+15	ÔÚ¼ÒµÄ¿ÉÒÔÊÔÊÔ
69180	22.95566	113.91508	ÆäËû	Z-¾¼Ã÷	2014/5/2 0:00	0:00:00	1000	m	2473775063	201	123	164	Fri Nov 18 13:40:54 +0800 2011		3.76422E+15	¹Ô¹Ô¼×ÎÒ×øÁËµãÖÓ[ºÇºÇ][¹þ¹þ]
39236	22.7906	113.53927	¹ã¶« ¹ãÖÝ	°®½ÜÂ×µÄÐ¡Ð¡æÃ	2014/5/2 0:00	0:00:00	1	f	1166534857	617	205	4238	Thu Sep 29 10:32:57 +0800 2011	laipiting	3.76745E+15	ºÃÏë¿´µçÊÓ[Àá]
31533	22.61762	114.03817	¹ã¶« ÉîÛÚ	°®Ä¦ôÉ°®Ð¡Óî	2014/5/2 0:00	0:00:00	3	m	3044829471	66	52	366	Sun Oct 14 21:04:43 +0800 2012		3.76791E+15	 //@Ì¹¿Ë¾¯ÎÀ¶Ó¸±¶Ó³¤:×ª·¢Î¢²©
67268	22.995	113.776	½­ËÕ ÎÞÎý	°²°²¾²¾²-----Zyp	2014/5/2 0:00	0:00:00	2	f	2729683405	240	198	516	Sat Apr 21 22:26:10 +0800 2012		3.76697E+15	¿ñ³¤¶»¶»[±¯ÉË][±¯ÉË][±¯ÉË]ÏÖÔÚÒ²ÊÇÐÜ·­µÄÊ¡
65845	23.0171	113.71765	¹ã¶« ÉîÛÚ	±ÌFelicia	2014/5/2 0:00	0:00:00	3	f	3058536963	59	143	244	Fri Oct 19 17:49:13 +0800 2012		3.7666E+15	×ª
34728	22.77604	112.96512	¹ã¶« ½­ÃÅ	±ê±ê±ê±ê±ê±ê×Ó______	2014/5/2 0:00	0:00:00	7	m	3072402315	748	519	3684	Sun Oct 28 14:58:22 +0800 2012		3.76787E+15	×ª·¢Î¢²©
7066	22.55015	113.46431	¹ã¶« ÖÐÉ½	-²ÓÁÒÍõji	2014/5/2 0:00	0:00:00	20	f	3528517571	56	69	246	Tue Jun 11 12:32:53 +0800 2013		3.7675E+15	@Î¢²©Android¿Í»§¶Ë #»úÐÍÊ¶±ðÎÊÌâ·´À¡#°æ±¾4.6.0 £¬ÏµÍ³Ê¶±ð»úÐÍsamsung-SM-G7106 £¬ÏµÍ³4.3 £¬WLAN¡£ÎÒÕýÔÚÊ¹ÓÃµÄ»úÐÍÊÇ£ºÈýÐÇG7106 http://t.cn/R7GgxRJ
31530	22.61563	114.02679	¹ã¶« ÉîÛÚ	²ÔÁ¹ÖÐµÄÒ»¶ä»¨	2014/5/2 0:00	0:00:00	3	f	1859195280	268	106	1758	Wed Oct 20 22:35:23 +0800 2010		3.76806E+15	àÅ
58363	22.9744	113.31169	¹ã¶« ¹ãÖÝ	´ºÐ¡ÏÍ	2014/5/2 0:00	0:00:00	1	f	1798566993	853	380	1681	Thu Aug 19 22:46:14 +0800 2010	smile212	3.76701E+15	×ª·¢Î¢²©
92877	23.0554	113.39129	Õã½­ º¼ÖÝ	´ó»Æ·äºÈ¿ÉÀÖ	2014/5/2 0:00	0:00:00	1	m	3551267373	36	61	117	Sat Jun 22 19:59:17 +0800 2013		3.73603E+15	×ª·¢Î¢²©
92887	23.1152	113.35937	¹ã¶« ¹ãÖÝ	÷ìÀ³ÃÀÌìÊ¹Ö®÷È´ú¹º	2014/5/2 0:00	0:00:00	1	f	2628839197	110	116	519	Tue Feb 14 13:06:33 +0800 2012		3.76835E+15	//@Ë¼²ºÎâÕÙ¹ú:É³·¢
144353	23.1152	113.35937	¹ã¶« ¹ãÖÝ	÷ìÀ³ÃÀÌìÊ¹Ö®÷È´ú¹º	2014/5/2 0:00	0:00:00	1	f	2628839197	111	117	519	Tue Feb 14 13:06:33 +0800 2012		3.76835E+15	//@Ë¼²ºÎâÕÙ¹ú:É³·¢
65844	23.017	113.72699	¹ã¶« ¶«Ý¸	µË½õ·æ1820	2014/5/2 0:00	0:00:00	19	m	5041581520	11	32	28	Thu Feb 20 15:38:45 +0800 2014		3.75389E+15	 http://t.cn/RhINWSu
58360	23.01184	113.32849	¹ã¶« ¹ãÖÝ	µÏåÈ±äÉí_µÇµÇµÇ	2014/5/2 0:00	0:00:00	1	f	2814360290	369	279	37	Sun May 27 11:33:36 +0800 2012		3.73627E+15	[Àá] ²»¼ûÁË
76154	23.117	113.18699	¹ã¶« ·ðÉ½	ŒÅË¿Çó°²È«¸Ð	2014/5/2 0:00	0:00:00	6	f	5077008892	20	51	44	Wed Mar 19 08:21:35 +0800 2014		3.72004E+15	ÎÒÕæÊÇÌ«Å£ÁË£¬ÔÚÎ¢²©ÌßÇòÓÎÏ·ÖÐÒÑ¾­»ñµÃ8·Ö£¬Çò¼¼³öÉñÈë»¯£¬¸ù±¾Í£²»ÏÂÀ´£¡³¤°²¸£ÌØÒí»¢Ò»¶¨ÊÇÎÒµÄ£¡#ÊÀ½ç±­#¼ÓÓÍ£¡http://t.cn/8smOlg5
47449	22.81373	113.66456	ÆäËû	·ÖÈø	2014/5/2 0:00	0:00:00	1000	m	3982381855	6	32	37	Wed Jan 15 19:59:18 +0800 2014		3.73748E+15	×¢¶¨ÁËÍ´¿à£¬Ö»ÊÇ¿ÉÁ¯ÁË×î°®µÄÈË£¡ http://t.cn/RPcS0VP
174957	23.42784	113.18775	¹ã¶« ¹ãÖÝ	·ç´µ_ÕÖ·É	2014/5/2 0:00	0:00:00	1	f	2693131930	357	345	890	Sun Jan 29 21:14:49 +0800 2012		3.76792E+15	×ª·¢Î¢²©
117723	23.1593	113.25669	¹ã¶« ¹ãÖÝ	¹ó×åÉÝ³ÞÆ·ÕÐÈ«¹ú´úÀí	2014/5/2 0:00	0:00:00	1	m	5061461443	660	1158	610	Fri Mar 07 03:40:02 +0800 2014		3.76665E+15	È«Ãæµ½»õ£¡??ÀËÇÙ»úÐµ£¡??ÐÂ¿îÉÏÊÐ£¡Ì«ÑôÐÇÐÇ¸üÐÎÏóµÄÌåÏÖ24Ð¡Ê±£¬316¾«¸Ö£¬À¶±¦Ê¯¾µÃæ£¬µ×ÎÆ¸É¾»´ó·½£¬²ÉÓÃ½ðÉ«µñ»¨»úÐ¾£¬¸üÎª´óÆø.¸ßÅäÖÃ£¬ÐÔ¼Û±È½Ì¸ßµÄÒ»¿î£¡ http://t.cn/RPEInpB
186144	23.72714	113.00475	º£Íâ	êÏÎõ°®¿ÈËÔ	2014/5/2 0:00	0:00:00	1000	f	5106356695	16	54	61	Sat Apr 12 14:43:51 +0800 2014		3.76785E+15	#Íø´«TFboys½«±»¡°·âÉ±¡±# Äã¾õµÃTFBoyÓ¦¸Ã±»·âÉ±Âð£¿ Ó¦¸Ã·âÉ±£¬ÕûÌì¶¼ÊÇËûÃÇ£¬·³ËÀÁË£¡ ÏêÇé:http://t.cn/R7qrKrS
72578	23.06364	113.05821	¹ã¶« ·ðÉ½	º®º®babylover	2014/5/2 0:00	0:00:00	6	f	2874010852	282	109	1925	Wed Jul 18 20:29:41 +0800 2012		3.76827E+15	¶®ÎÒµÄÈË×ÔÈ»»á¶®ÎÒ http://t.cn/R7cUtdf
81543	23.12299	113.276	¹ã¶« ¹ãÖÝ	ºÃºÃµÄÇä	2014/5/2 0:00	0:00:00	1	f	2316978270	165	159	232	Tue Mar 27 19:17:55 +0800 2012	yibiqing	3.76092E+15	#ÎÒºÍ¹úÆìºÏ¸öÓ°#ÖÕÓÚ´Ó»ÆÉ½ÏÂÉ½£¬Á½ÈÕÍ½²½ÉÏÏÂÉ½£¬ÀÛ±¬ÎÒ£¬ÔÚÉ½ÉÏÓÀÔ¶²»ÒªÏàÐÅµØÍ¼ÉÏµÄÖ±Ïß¾àÀë¡£ http://t.cn/zR7Bjd0
123952	23.12299	113.276	¹ã¶« ¹ãÖÝ	ºÃºÃµÄÇä	2014/5/2 0:00	0:00:00	1	f	2316978270	164	159	232	Tue Mar 27 19:17:55 +0800 2012	yibiqing	3.76092E+15	#ÎÒºÍ¹úÆìºÏ¸öÓ°#ÖÕÓÚ´Ó»ÆÉ½ÏÂÉ½£¬Á½ÈÕÍ½²½ÉÏÏÂÉ½£¬ÀÛ±¬ÎÒ£¬ÔÚÉ½ÉÏÓÀÔ¶²»ÒªÏàÐÅµØÍ¼ÉÏµÄÖ±Ïß¾àÀë¡£ http://t.cn/zR7Bjd0
174955	23.407	113.218	ËÄ´¨ ÄÏ³ä	»ÃÏë¼Ò¿µÑà	2014/5/2 0:00	0:00:00	13	f	2101576942	439	2021	2505	Fri Apr 15 14:36:12 +0800 2011		3.7662E+15	×ª·¢Î¢²©
31529	22.671	114.024	ºþ±± »ÆÊ¯	»ÆÃô525	2014/5/2 0:00	0:00:00	2	f	2185240155	477	193	1443	Sat Jun 18 17:38:15 +0800 2011		3.7682E+15	ÁùÇ§µ½ÊÖÁË£¬Ã»ÓÐ°×°×ÐÁ¿àÁË[ÎûÎû]
117709	23.1621	113.21242	¹ã¶« ¹ãÖÝ	»Æ×Ïè¤»ÆÜÆÈç	2014/5/2 0:00	0:00:00	1	f	1972327345	317	311	1634	Sat Jul 16 16:49:13 +0800 2011		3.76596E+15	ÆÚ´ý//@LindaæR¼ÎÐÀ: ·Ç³£ÆÚ´ýæRíf¶÷µÄ³ö¬F£¡ ïw»¢¶þOct.19ÐÇÆÚÈÕÍí9pmÒŠ´ó¼Ò£º£©
123972	23.16457	113.27386	¹ã¶« ¹ãÖÝ	»áÍ¬Àï¿ìÀÖ	2014/5/2 0:00	0:00:00	1	f	2171592992	50	84	349	Mon Jun 13 11:12:43 +0800 2011		3.7425E+15	×ª·¢Î¢²©
81554	23.13649	113.27181	¹ã¶« ¹ãÖÝ	½ð¿¡ÃàËûÆÅÄï	2014/5/2 0:00	0:00:00	1	f	1015525001	84	73	70	Tue Jul 03 22:36:03 +0800 2012		3.76538E+15	ºÇºÇ£¬×£×Ô¼ºÉúÈÕ¿ìÀÖ£¡³ÉÈËÀñÅ¶£¡ÔÚÒ½Ôº¶È¹ý£¡@Mr_·²ÏÈÉú @MÂ¹M @Å¬Á¦Å¬Á¦ÔÙÅ¬Á¦x @HZT-ao http://t.cn/z8Ax3a9
38254	22.80289	113.39006	¹ã¶« ¹ãÖÝ	¿ªÐÄµãØ¼ÐÐÂð	2014/5/2 0:00	0:00:00	1	m	2271418160	46	180	556	Wed Jul 27 18:40:42 +0800 2011		3.74236E+15	@Ð¡»ï°é¶ùÃÇ £¬¸øÄãÃÇÍÆ¼öÒ»¿îÄÚ´æÇåÀíÉñÆ÷£¬¿ìÈ¥ÏÂÔØ°É£¡http://t.cn/8FypK16  http://t.cn/zRMfSRn
144359	23.19586	113.38003	¹ã¶« ¹ãÖÝ	ÀÏ°Ö½ÐÎÒ±Ì°®ß¹	2014/5/2 0:00	0:00:00	1	f	3921191740	38	37	273	Wed Nov 27 22:37:14 +0800 2013		3.76843E+15	????Ö»ÏëË½²ØÆðÀ´ÄØ
48817	22.78709	113.77119	ÆäËû	Àä¾²µÄÃÎÏë	2014/5/2 0:00	0:00:00	1000	m	3833663479	53	100	103	Sat Oct 05 00:47:47 +0800 2013		3.76789E+15	×ª·¢Î¢²©
81542	23.12039	113.31181	¹ã¶« ¹ãÖÝ	Àä¿¡µÄÐÜÃ¨GZ	2014/5/2 0:00	0:00:00	1	m	1844551661	185	103	6246	Tue Nov 02 12:53:25 +0800 2010		3.76803E+15	È·Êµ¡£Ã»ÓÐ³¤ÆÚ¹æ»®£¬²»¿ÉÄÜÌáÉý
165383	23.30286	113.23101	¹ã¶« ¹ãÖÝ	ÁÖÐ¡ôä	2014/5/2 0:00	0:00:00	1	f	5075370947	27	72	11	Mon Mar 17 17:46:59 +0800 2014		3.72695E+15	ÖÕÓÚ½â·ÅÁË http://t.cn/z8AbXDc
117710	23.1593	113.25669	¹ã¶« ¹ãÖÝ	Â¹°ËšqÊÇÄûÃÊµÄ²Ë_	2014/5/2 0:00	0:00:00	1	f	2536150062	73	79	2763	Tue Nov 15 14:53:08 +0800 2011		3.76789E+15	#SuperJunior##½ðÆð·¶##½ðÖÓÔÆ#ÎÒÏëÆð·¶¸úÔÆÔÆÁË£¬Ö»ÊÇºöÈ»¼äµÄ£¬ºÃÏëÄãÃÇ@½ðÆð·¶ @Yesung110684 http://t.cn/8kRRNOT
123949	23.1593	113.25669	¹ã¶« ¹ãÖÝ	Â¹°ËšqÊÇÄûÃÊµÄ²Ë_	2014/5/2 0:00	0:00:00	1	f	2536150062	74	79	2763	Tue Nov 15 14:53:08 +0800 2011		3.76789E+15	#SuperJunior##½ðÆð·¶##½ðÖÓÔÆ#ÎÒÏëÆð·¶¸úÔÆÔÆÁË£¬Ö»ÊÇºöÈ»¼äµÄ£¬ºÃÏëÄãÃÇ@½ðÆð·¶ @Yesung110684 http://t.cn/8kRRNOT
187238	23.6644	113.19917	¹ã¶« ÇåÔ¶	Â¹ÍÜ¶ù	2014/5/2 0:00	0:00:00	18	f	3185962460	288	211	560	Sat Feb 09 21:16:34 +0800 2013		3.76823E+15	×ª·¢Î¢²©
109722	23.104	113.80899	¹ã¶« ¶«Ý¸	Âèßä°®³¿Ðù	2014/5/2 0:00	0:00:00	19	f	2897228964	2055	1224	593	Sun Jul 08 00:18:52 +0800 2012	lovechenxuanbaby	3.76823E+15	ÎÒ¸Õ¸ÕÎª¡°Ð¡Ôóåû±ðÅÂ£¬°Ö°Ö»¹ÄãÒ»¸ö½¡¿µµÄ¸ÎÔà£¡¡±Ï×³ö×Ô¼ºµÄ°®ÐÄ£¬Ã¿·ÝÎ¢±¡µÄÁ¦Á¿¶¼¿ÉÒÔµãÁÁ±»¾ÈÖúÕßµÄÏ£ÍûÖ®¹â£¬¹²Í¬Éì³öÔ®ÖúÖ®ÊÖ£¬ÈÃÎ¢²©³äÂú°®¡£http://t.cn/Rhs1sm7
53380	23.01248	113.10358	¹ã¶« ¹ãÖÝ	Ã»ÖÇÉÌdeÐ¡ÐÇÐÇ	2014/5/2 0:00	0:00:00	1	f	3877059420	90	178	1549	Sun Oct 27 16:19:36 +0800 2013		3.76735E+15	×ª·¢Î¢²©
73193	23.01248	113.10358	¹ã¶« ¹ãÖÝ	Ã»ÖÇÉÌdeÐ¡ÐÇÐÇ	2014/5/2 0:00	0:00:00	1	f	3877059420	89	178	1549	Sun Oct 27 16:19:36 +0800 2013		3.76735E+15	×ª·¢Î¢²©
786	22.611	113.063	¹ã¶« ½­ÃÅ	íµíµË¹ÃÜ´ï	2014/5/2 0:00	0:00:00	7	f	2109483505	425	434	1121	Wed Apr 27 23:56:33 +0800 2011		3.76236E+15	ÎÒÅÄÁË¶ÎMV£¬»¶Ó­Î§¹Û¡£µã´Ë²¥·Å>>http://t.cn/RhdCJyk£¨Í¨¹ý #ÃÀÅÄ# Â¼ÖÆ£©
47450	22.93248	113.65188	¹ã¶« ¹ãÖÝ	Ä­Ä­liz	2014/5/2 0:00	0:00:00	1	f	1900450333	227	395	740	Thu Dec 23 09:51:38 +0800 2010		3.76626E+15	ÀÛ??????
69182	22.94893	113.94344	¹ã¶« ¹ãÖÝ	Ä°Éú³ÇÊÐÀï×¡×ÅÒ»¸öÊìÏ¤µÄÓ°	2014/5/2 0:00	0:00:00	1	f	2012273635	242	345	429	Mon Mar 07 16:52:00 +0800 2011	lytwyh	3.75107E+15	×ª·¢Î¢²©
165384	23.27495	113.20856	¹ã¶« ¹ãÖÝ	Ä«Í«25	2014/5/2 0:00	0:00:00	1	m	2577621514	104	139	312	Thu Dec 01 20:57:36 +0800 2011		3.76745E+15	@Callie²Ì
81551	23.10726	113.31562	¹ã¶« ÉîÛÚ	ÄÈÄêµÄËéËéÄî	2014/5/2 0:00	0:00:00	3	f	1674707344	2557	250	430	Thu Apr 19 13:23:32 +0800 2012	yuanna123	3.76812E+15	ÐÄÇé²»ºÃ ËùÓÐµ¹Ã¹µÄÊÂ¶¼¸ú×ÅÒ»Æðí??
