nFID	lat	lon	location	name	last_at	time	city	gender	id	followers_count	friends_count	statuses_count	created_at	domain	status_id	status_text
116659	23.096	112.896	¹ã¶« ¹ãÖÝ	--CHENHUIMIN	2014/5/1 0:00	0:25:00	1	f	2483493944	722	306	37	Fri Oct 21 20:13:34 +0800 2011		3.76752E+15	·ÊËÞÉá£¡ http://t.cn/z82R541
190545	23.858	113.524	¹ã¶« ÇåÔ¶	cola-ZY	2014/5/1 0:00	0:25:00	18	f	2658584631	170	70	456	Sun Mar 11 20:25:19 +0800 2012		3.749E+15	@ÎûÎû_´ÉÍÞÍÞ
31506	22.67642	113.82192	¹ã¶« ÉîÛÚ	Gusknow	2014/5/1 0:00	0:25:00	3	m	1826048175	763	224	66	Mon Oct 04 23:04:53 +0800 2010	6fuyuan	3.7677E+15	×ª·¢Î¢²©
47428	22.91939	113.61367	¹óÖÝ ¹óÑô	MemoryCck	2014/5/1 0:00	0:25:00	1	f	1749091402	821	181	373	Mon May 31 21:37:06 +0800 2010	cyj19940924	3.76554E+15	ÕæÊÇµçÊÓ¾ç¿´¶àÁË£¬×öµÄÃÎ¶¼ºÃ¸ãÐ¦ http://t.cn/8ksbiaL
75809	22.988	113.11799	Ïã¸Û ÆäËû	NIRRAD	2014/5/1 0:00	0:25:00	1	f	1792016584	776	269	237	Fri Aug 13 00:54:42 +0800 2010	ilovedarrin	3.76633E+15	@ºó»áÎÞÆÚÂí´ï¼ÓË¹¼Ó  ÆÚ´ýÄã±ä²©Ê¿ºóµÄÑùÖ½
167806	23.214	113.26719	¹ã¶« ÉîÛÚ	S520JU	2014/5/1 0:00	0:25:00	3	f	2811267964	46	87	82	Wed May 23 16:05:00 +0800 2012		3.76426E+15	»ØÀ´ÍâÆÅ¼Ò×¡ÁË¿ì°ë¸öÔÂµÄÐ¡Æ¨º¢±äµÃ¸ü¼Óµ÷Æ¤ÁË£¬£¬£¬[°®Äã][°®Äã][°®Äã]
21123	22.57399	113.87999	¹ã¶« ÉîÛÚ	starvsmeng	2014/5/1 0:00	0:25:00	3	f	1742630860	700	167	3549	Sun May 16 18:00:22 +0800 2010		3.76695E+15	×ª·¢Î¢²©
53364	22.8692	112.95816	¹ã¶« ·ðÉ½	tzj½Ü-ÉÙ	2014/5/1 0:00	0:25:00	6	m	2786249850	125	231	474	Sun Apr 29 09:47:30 +0800 2012		3.76731E+15	·ÀµÆ¸ôÈÈ£¡ http://t.cn/z8LbkN8
170107	23.33474	113.29608	¹ã¶« ·ðÉ½	°²Åµ918	2014/5/1 0:00	0:25:00	6	f	2392889952	148	267	582	Tue Sep 13 16:07:02 +0800 2011		3.76648E+15	·¢ÉúÕâÑùµÄÊÂÇé£¬ÄÄÀï»¹Ë¯µÃ×Å£¿£¿£¿[Àá][Àá][Àá][Àá][Àá][Àá]//@Î¨ÃÀÓ¢ÎÄ:×öÊÂ±ØÐë¸ãÇå10¸öË³Ðò[ÅÂÅÂ]  
10181	22.5369	113.92109	¹ã¶« ÉîÛÚ	±¯ºô°§ÔÕL	2014/5/1 0:00	0:25:00	3	m	2654033535	24	24	127	Mon Mar 05 17:11:34 +0800 2012		3.76788E+15	we are groot[doge][ÎûÎû]@LONGKEN @Ð¡ççÏÀLONG @ÄäÃûLGQ @mArs__Yh @Show-Chow-JL 
178161	23.38448	113.20531	¹ã¶« ¹ãÖÝ	-±ÏÒã¿¡	2014/5/1 0:00	0:25:00	1	m	3264656754	479	252	180	Sun Mar 17 00:10:45 +0800 2013		3.76789E+15	ÌúºÐ Ð¡ºÚ½ð£¬ÎÞÏÞìÅ¿á£¬×°±Æ±Ø±¸£¬Ä¾ÖÊ¹ýÂË×ìÊÇÌðµÄÅ¶ ÎÞµÐºÃ³é http://t.cn/R75at2B
73170	23.09684	113.01715	¹ã¶« ÇåÔ¶	²ñÉÙ¾ÍÊÇÂ½¼ÒºÀ	2014/5/1 0:00	0:25:00	18	m	2169768271	583	319	2490	Thu Jun 09 16:21:21 +0800 2011		3.76825E+15	ÎÒºÜ·³£¬ÎÒºÜ·³£¬ÎÒºÜ·³£¡£¡
80287	23.02786	113.11483	¹ã¶« ¹ãÖÝ	³ª¸è×ÐÖxÓÀÎõ	2014/5/1 0:00	0:25:00	1	m	1809651610	4965	1363	9756	Fri Sep 10 16:36:12 +0800 2010	hayestse	3.7682E+15	ºÃÒ¡¹öµÄÖÓ/¹ÄÂ¥ http://t.cn/8kREFVB
186043	23.70276	113.03048	¹ã¶« ÇåÔ¶	ê-s-t	2014/5/1 0:00	0:25:00	18	f	3245335303	649	102	273	Wed Jan 16 09:53:03 +0800 2013		3.76407E+15	À´ÌýÌýÎÒ³ªµÄ¡¶ÏàË¼·çÓêÖÐ¡· £¬»÷°ÜÁËÈ«¹ú0%µÄÈË. (Í¨¹ý #³ª°É#Â¼ÖÆ)¡£ÊÔÌýµØÖ· >> http://t.cn/RhsiSaM
109714	23.00105	113.73767	¹ã¶« ¶«Ý¸	¶«Ý¸ÌØ¹Ì¸´ºÏ²ÄÁÏÓÐÏÞ¹«Ë¾	2014/5/1 0:00	0:25:00	19	m	1812267352	112	172	74	Sun Sep 12 11:03:17 +0800 2010	carbonfiberTeGood	3.72223E+15	¸Ð¾õ»¹²»´íÅ¶ ¿ÉÒÔ²Î¿¼Å¶
120562	23.08772	113.19046	¹ã¶« ·ðÉ½	-ºÎÐ¦ÈÝ	2014/5/1 0:00	0:25:00	6	m	1844386225	2802	968	17334	Tue Nov 02 11:19:48 +0800 2010	vespera	3.76823E+15	ßíÊ¶Ê³Èí·¹ Ï¸ÀÐµã»áÓ²¡£ http://t.cn/R7tkr9F
120563	23.17312	113.2559	¼ªÁÖ ³¤´º	½ª¹ÚÒÁ	2014/5/1 0:00	0:25:00	1	f	2516396605	2233	180	1778	Wed Dec 07 19:49:39 +0800 2011		3.76807E+15	@´óÍ·¶¡ÊÇ¶¡´óÍ· 
11221	22.57183	113.89911	¹ã¶« ÉîÛÚ	½^°æÐ¡æÞ	2014/5/1 0:00	0:25:00	3	m	2631534092	62	339	221	Sat Dec 24 20:16:22 +0800 2011		3.76236E+15	×ª·¢Î¢²©
78014	23.08324	113.24418	¹ã¶« Õ¿½­	ÀîÐ¡´ä-Lxc	2014/5/1 0:00	0:25:00	8	f	2638355007	90	21	130	Tue Feb 21 16:17:44 +0800 2012		3.73056E+15	ÏÖÊµµÄÉç»á£¬ÏÖÊµµÄÈËÃÇ¡­¡­ http://t.cn/RvkhMcm
162086	23.16651	113.49896	¹ã¶«	ÀíÑáë…	2014/5/1 0:00	0:25:00	1000	f	2738992795	9	168	6	Fri Apr 27 12:58:07 +0800 2012		3.74667E+15	¾àÀë¾ÍÊÇ×î´óµÄÎÊÌâ http://t.cn/RP12iAY
31507	22.5787	113.86521	¹ã¶« ÉîÛÚ	Áº·ïÏãÆ½°²Àí²Æ	2014/5/1 0:00	0:25:00	3	f	2505054394	157	139	233	Mon Oct 31 11:56:19 +0800 2011		3.75286E+15	££ÎÒ°®ºìÃ×ÊÖ»ú££Ò»Ö±ÏëÂòÒ»Ì¨Ö§³Ö4GµÄ´óÆÁÊÖ»ú£¬¼Û¸ñ»¹ÔÚÇ§ÔªÒÔÄÚ£¬ºìÃ×NoteÒÆ¶¯4GÔöÇ¿°æÖ§³Ö×îÐÂÒÆ¶¯4G LTEÍøÂç£¬ÉÏÍøËÙ¶È³¬¿ì£¬9ÔÂ16ÈÕÖÐÎç12µã¿ª·Å¹ºÂòÊ×·¢¡£@ºìÃ×ÊÖ»ú £¬·ÖÏíÃâ·ÑÔ¤Ô¼µØÖ·http://t.cn/RPkUjgn  
65827	22.97832	113.50201	¹ã¶« ¹ãÖÝ	ÃÀ¹ãÖÝÇé·¬Ø®	2014/5/1 0:00	0:25:00	1	m	3042963584	132	112	2379	Sun Dec 30 00:48:13 +0800 2012		3.76825E+15	[Î§¹Û]
65826	22.93476	113.65456	¹ã¶«	ÃÔÊ§·½ÏòµÄº¢Ö½feng	2014/5/1 0:00	0:25:00	1000	f	3004028697	169	223	667	Sun Oct 14 01:04:07 +0800 2012		3.76827E+15	÷ìÀ³ÃÀµÄÐ§¹ûÕæµÄ²»Ò»ÑùÅ¶Ç×ÃÇ£¡£¡£¡ http://t.cn/R7cUqBb
75807	23.021	113.097	¹ã¶« ·ðÉ½	Ì°Í¾ÂÃÉã	2014/5/1 0:00	0:25:00	6	m	1012382300	1449	228	4620	Tue Oct 06 11:40:47 +0800 2009		3.75443E+15	·ÖÏíÍ¼Æ¬
105648	23.12268	113.41481	¹ã¶« Õ¿½­	Ï°ÖéÖé	2014/5/1 0:00	0:25:00	8	f	2483652164	79	45	218	Fri Oct 21 21:18:32 +0800 2011		3.75195E+15	½á»éÓÐÊ²Ã´ºÃÄØ£¿Ç®×Ô¼º»áÕõ£¬·¹×Ô¼º»áÖó£¬ÒÂ·þ×Ô¼º»áÏ´¡­¡­½á»éÁË»¹ÒªÕÕ¹Ë±ðÈË£¬»¹ÊÇÒª×Ô¼ºÕõÇ®£¬Ï´ÒÂ×ö·¹£¬ÓÐÊ±ºò×öµÃ²»ºÃ»¹ÒªÊÜÆø£¡ÓÐÊ±ºòÏëÏëÕæÃ»ÓÐ½á»éµÄ±ØÒª£¬½á»éÁËÊ²Ã´¶¼Òª¹ËÂÇ¡£
170644	23.17812	113.26019	ÉÂÎ÷ Î÷°²	Ó£ÌÒµÄÊ¥µØ	2014/5/1 0:00	0:25:00	1	f	1767228250	265	640	500	Sun Jun 27 12:37:06 +0800 2010		3.7657E+15	Magic[ÔÞ] //@Ò»ÆðÉñ»Ø¸´:ÓÐÒâË¼
11725	22.6	113.873	¹ã¶« ÉîÛÚ	Ceci-zsy	2014/5/1 0:00	0:26:00	3	f	1852625393	370	866	2830	Tue Nov 09 15:26:07 +0800 2010		3.76819E+15	½ñÌìÃ¦»èÍ·ÁË£¬°Ñ²»ÓÃÈ¥½Ó±¦±´Ìý³ÉÒª½Ó£¬½á¹û¡«¡«¡«??????
169558	23.20376	113.32702	¹ã¶« ÉÇÎ²	DreamerÀîÏÍºÆ	2014/5/1 0:00	0:26:00	15	m	2422709403	287	178	257	Sat Oct 22 10:45:04 +0800 2011		3.76845E+15	ÏÂ´Î¼û¹ãÖÝ[°ÂÌØÂü][°ÂÌØÂü] http://t.cn/R7crVhG
770	22.52329	113.03404	¹ã¶« ¹ãÖÝ	LIT__H	2014/5/1 0:00	0:26:00	1	f	3965807402	19	41	41	Fri Jan 03 12:19:30 +0800 2014		3.70521E+15	ÓÐÐ©¶«Î÷²»ÊÇÎÒ²»ÏëÒª£¬¶øÊÇÎÒ¸ù±¾Òª²»µÃ£¬ÎÒÕæµÄºÜÔÚºõ±ðÈË¶ÔÎÒµÄ¿´·¨£¬²»ÈÏÊ¶ÎÒµÄÈËÒ»¿ªÊ¼¶¼¾õµÃÎÒÕâ¸öÈËºÜ²»Ï²»¶Ëµ»°£¬µ½ºóÀ´£¬ÎÒÃÇ±ä³ÉÅóÓÑ²ÅÖªµÀÕæÕýÄÇ¸öÎÒ£¬Ô­À´ÕæµÄºÜÏ²»¶Ëµ... ÎÒÔÚ:http://t.cn/8suVJJz
120707	23.21552	113.1298	¹ã¶« ·ðÉ½	Michelle-Hang	2014/5/1 0:00	0:26:00	6	f	2858158614	176	107	190	Mon Jul 02 18:32:36 +0800 2012		3.7528E+15	Ð»Ð»ÄãµÄÔÂÁÁ£¬ÓÀÔ¶ÕÕÒ«×ÅÎÒ¡£[°®Äã] http://t.cn/RhGiZ53
170106	23.23698	113.34215	ÆäËû	myloveÓêÍ£	2014/5/1 0:00	0:26:00	1000	f	2340033785	82	78	219	Fri Sep 02 21:06:55 +0800 2011		3.76535E+15	¹þ¹þ¡­¡­ºÃ´óºÃÏ²»¶¡­¡­ÓÐÄ¾ÓÐÏëÍæµÄ³å¶¯¡­¡­[º¦Ðß] http://t.cn/R7Z7I6Y
173311	23.22231	113.32178	°²»Õ ºÏ·Ê	Qzhang585	2014/5/1 0:00	0:26:00	1	m	1732214463	16	21	87	Sun May 16 13:20:25 +0800 2010		3.76415E+15	#ÔÚÍ¾ÖÐ# http://t.cn/RhBbhUM
74964	23.00837	113.11162	¹ã¶« ·ðÉ½	ynnuS»ªÃô³Â	2014/5/1 0:00	0:26:00	6	f	1769128090	1165	840	5968	Mon Jul 05 22:00:20 +0800 2010	sunnychen92	3.76742E+15	//@Í¤ÁÖÕò¹¤×÷ÊÒ:ÕæÊµÖ®ÃÀ
52608	22.91203	113.99928	ÆäËû	°¢×¿×¿×¿À²	2014/5/1 0:00	0:26:00	1000	f	2959345801	58	40	83	Mon Sep 24 21:19:01 +0800 2012		3.76471E+15	·¢×ÔÄÚÐÄµÄÌÛ¡­
172959	23.239	113.29399	¹ã¶« ¹ãÖÝ	°¬Â×Éñ	2014/5/1 0:00	0:26:00	1	m	2293560031	141	87	2163	Mon Aug 08 23:19:43 +0800 2011		3.76829E+15	°Ä´óÀûÑÇÖÐ»ª£¿¹þ¹þ¹þ
173310	23.25372	113.30414	¹ã¶« ¹ãÖÝ	²¨²¨´ó¹ó	2014/5/1 0:00	0:26:00	1	m	1583597243	643	664	2327	Wed Jul 14 23:51:45 +0800 2010	wohuijizhunideha	3.76566E+15	ohno
727	22.51285	113.04388	¹ã¶« ½­ÃÅ	éLÍÈ¹ÃÄï9999	2014/5/1 0:00	0:26:00	7	f	2233615620	333	796	598	Fri Jul 08 16:11:53 +0800 2011		3.7592E+15	@ÐÂÎ÷ÌmµÄÌìšâ Äã¾ÍÈ¥Ð¡Îäµ±É½¿Þ°É
158906	23.136	113.494	¹ã¶« ÉÇÍ·	³Â³ÂÃ¯ÁÖ	2014/5/1 0:00	0:26:00	5	m	3042420561	106	131	169	Sat Oct 13 17:44:40 +0800 2012		3.76646E+15	ËµºÃ²»ÎªÄãÓÇÉË£¬µ«ÐÄÇéÔõ»áÎÞí¦
14932	22.5224	114.03199	¹ã¶« ÉîÛÚ	³ÂÐ¡ÐÇ0604	2014/5/1 0:00	0:26:00	3	m	2608647882	480	328	658	Wed Dec 14 16:56:57 +0800 2011		3.76743E+15	ºìÀ±½·¡£??????          ÃûÐÅÆ¬¡£??????          Î¶¾õ??µÄÌø¶¯¡¢ÊÓ¾õ??µÄÉóÃÀ£¡????          ÒÑÌ¤ÉÏ·µSZµÄÂ·Í¾¡£??????          Say Byebye to GuiLin£¡??????????          ¡¾ ¼ÌÐø¿´??ÑØÍ¾µÄ·ç¾° ¡¿ http://t.cn/z8Ygfe0
164356	23.13389	113.86891	¹ã¶« »ÝÖÝ	µçÉÌÆô³Ì	2014/5/1 0:00	0:26:00	13	m	2817320885	460	104	86	Sun Jun 17 09:41:47 +0800 2012		3.75989E+15	ºÃÏëºÃÏë http://t.cn/RhRFyH5
10690	22.568	113.86399	¹ã¶« ÉîÛÚ	¶µ²»ÍêµÄÀÖ	2014/5/1 0:00	0:26:00	3	f	2271143850	139	181	70	Wed Jul 27 16:22:17 +0800 2011		3.76712E+15	ÎÒ¸üÐÂÁËÎ¢²©iPad¿Í»§¶ËV3.6.0À²£¡È«ÐÂÖ§³ÖiOS8~¢ÙÐÂÔö»áÔ±¹ºÂò¹¦ÄÜ£»¢ÚÐÂÔö×ÛºÏËÑË÷¹¦ÄÜ£»¢ÛÐÂÔöÐ¡ÇåÐÂ±³¾°Í¼¡£¿ìÀ´ºÍÎÒÒ»ÆðÌåÑé°É£¡App storeÏÂÔØµØÖ·£ºhttp://t.cn/h98rBI
171176	23.22502	113.28229	¹ã¶« ¹ãÖÝ	À¶·»¿§·È	2014/5/1 0:00	0:26:00	1	f	5112429731	6	59	20	Thu Apr 17 18:11:06 +0800 2014		3.71197E+15	ÐÂÆ·¼¦Î²¾Æmojituo ÎÒÔÚ:http://t.cn/RvZE2w2
169559	23.28654	113.35246	¹ã¶«	Å®×Ó¿ª	2014/5/1 0:00	0:26:00	1000	f	3235494960	147	116	177	Tue Mar 19 09:06:21 +0800 2013		3.76451E+15	ÎÒÅÄÁË¶ÎMV£¬»¶Ó­Î§¹Û¡£µã´Ë²¥·Å>>http://t.cn/R7PqPYA£¨Í¨¹ý #ÃÀÅÄ# Â¼ÖÆ£©
11724	22.49634	113.93048	ÆäËû	ÊÖ»úÓÃ»§3281597200	2014/5/1 0:00	0:26:00	1000	m	3281597200	17	61	8	Tue Apr 23 23:11:14 +0800 2013		3.73851E+15	×ª·¢Î¢²©
119076	23.14318	113.17613	¹ã¶« ¹ãÖÝ	ÍúÉ³ÈË	2014/5/1 0:00	0:26:00	1	m	3095343261	178	348	459	Tue Nov 06 13:24:07 +0800 2012		3.76591E+15	 @____zhangÃô¶ù [³Ô¾ª]
165368	23.24982	113.15106	¹ã¶« ·ðÉ½	ÎÒÖ»²»¹ýÊÇÒ»¸ö´óÊå¶øÒÑ	2014/5/1 0:00	0:26:00	6	m	1769274322	168	157	496	Wed Jul 07 10:56:24 +0800 2010		3.7672E+15	½ñÍí²ÅµÃÁË20·Ö£¬²»ÊÇ¼¼ÊõÓë¾­Ñé²»¹»£¬¶øÊÇÌåÄÜ¸ú²»ÉÏÁË¡£ http://t.cn/R7bQvDW
159297	23.13367	113.40512	¹ã¶« ÉØ¹Ø	Ð¡Á¢·½×î°®JAY	2014/5/1 0:00	0:26:00	2	f	2591161307	210	149	565	Wed Jan 25 15:23:49 +0800 2012		3.76421E+15	×ª·¢Î¢²©
170105	23.1832	113.29517	¹ãÎ÷ ¹ðÁÖ	ÒÑ¿ªÑ§µÄSW¾ý	2014/5/1 0:00	0:26:00	3	f	1774687247	397	276	6970	Wed Jul 14 01:01:59 +0800 2010	sweta	3.76807E+15	//@½õÉªÓ³»­¹¤×÷ÊÒ:@Ç§Àï³¾_ 
190544	23.86877	113.53056	¹ã¶« ÇåÔ¶	AIjunkai³æ±È	2014/5/1 0:00	0:27:00	18	f	2775259513	34	40	256	Mon Feb 03 23:07:10 +0800 2014		3.74778E+15	#×î¸øÁ¦·ÛË¿ÍÅ#ÎÒÊÇËÄÒ¶²Ý    tfboysµÄ·ÛË¿¡£
11723	22.5369	113.92109	¹ãÎ÷ ÄÏÄþ	AÌÒÔ´	2014/5/1 0:00	0:27:00	1	m	3282400713	111	78	774	Thu Feb 14 11:00:13 +0800 2013	2903986788JUN	3.76813E+15	ÎÒÕýÔÚ¿´¡¾ÈË²ÅÊÐ³¡ÊÇÔõÃ´ÕÒ¹¤×÷µÄµÄ£¿¡¿£¬·ÖÏí¸øÄã£¬Ò»Æð¿´°É£¡http://t.cn/R7t63Y2
172619	23.19387	113.36811	¹ã¶« ÇåÔ¶	DElying	2014/5/1 0:00	0:27:00	18	f	2184197387	158	229	191	Fri Jun 17 23:26:11 +0800 2011		3.76839E+15	http://t.cn/R7c9hlb Ð¡µêÐÂ¿ª±¡Àû¶àÏú Ï£Íû´ó¼Ò¶à¶à¹âÁÙ
107510	23.08476	113.52579	¹ã¶« ¹ãÖÝ	ELF_NOVA1106	2014/5/1 0:00	0:27:00	1	f	2500174584	87	58	676	Fri Oct 28 23:47:20 +0800 2011	ELFNOVASM	3.76824E+15	[ÐÄ][ÐÄ]meeeee tooooooo
106563	23.12144	113.52513	±±¾© ³¯ÑôÇø	harbouchen	2014/5/1 0:00	0:27:00	5	m	2709563224	63	182	491	Tue Feb 07 10:24:01 +0800 2012		3.76276E+15	×ª·¢Î¢²©
41535	22.87297	113.06958	¹ã¶« ·ðÉ½	LinwenHao2	2014/5/1 0:00	0:27:00	6	m	5100024932	5	49	7	Wed Apr 30 16:32:35 +0800 2014		3.70992E+15	¡°Ã¿¸öÈË¶¼ÓÐÊôÓÚ×Ô¼ºµÄÒ»Æ¬É­ÁÖ£¬ÃÔÊ§µÄÈËÃÔÊ§ÁË£¬Ïà·êµÄÈË»áÔÙÏà·ê¡£¡±   ÎÒÔÚÄ°Ä°£¬ÄãÔÚÄÄÀï£¿£¨Æ»¹û¡¢°²×¿¡¢WindowsPhoneÊÖ»úÏÂÔØ£ºhttp://t.cn/RvvUAV3 £©
21122	22.49035	113.93447	¹ã¶« ÉîÛÚ	MGUOZHI	2014/5/1 0:00	0:27:00	3	f	2490534432	91	90	272	Mon Oct 24 14:43:38 +0800 2011		3.76735E+15	#Î¢ÀÖ#³É¹Ö ¶þ¶ÈÃ·²èÓÍ¸¯Èé 950g£¨¼Û¸ñ£º68Ôª£© Î¢Ð¦Éú»î£¬¿ìÀÖ·ÖÏíhttp://t.cn/R7GAPry 
52607	22.808	113.897	¹ã¶« ÉîÛÚ	MÕÅÕñ»Ô	2014/5/1 0:00	0:27:00	3	m	2807310165	401	219	85	Mon Jun 11 19:26:05 +0800 2012		3.76333E+15	Çé£º  ²»ÄÜÏÝµÃÌ«Éî£¡  ÉîÁË£¬ÄÑÒÔ×Ô°Î£»   http://t.cn/RhD4lSY
170104	23.214	113.26719	¹ã¶« ÉîÛÚ	S520JU	2014/5/1 0:00	0:27:00	3	f	2811267964	46	87	82	Wed May 23 16:05:00 +0800 2012		3.76426E+15	»ØÀ´ÍâÆÅ¼Ò×¡ÁË¿ì°ë¸öÔÂµÄÐ¡Æ¨º¢±äµÃ¸ü¼Óµ÷Æ¤ÁË£¬£¬£¬[°®Äã][°®Äã][°®Äã]
14931	22.55699	113.97	¹ã¶« ÉîÛÚ	TFBOYSµÄÐ¡Ð¡Ì«Ñô	2014/5/1 0:00	0:27:00	3	f	5095509311	37	105	1303	Tue Apr 01 23:11:52 +0800 2014		3.75832E+15	ÒÑ´ò°ñÁËÄØ£¬ºÃ°ô¡£@TFBOYS-Íõ¿¡¿­ @TFBOYS-Ò×ìÈÇ§çô @TFBOYS-ÍõÔ´
106562	23.10137	113.44242	¹ã¶« ¹ãÖÝ	VOGUE-LRYS	2014/5/1 0:00	0:27:00	1	m	3090284453	342	577	443	Sat Nov 03 16:51:41 +0800 2012	fashionwsw	3.76814E+15	#ÒøÐÐ»»¿¨# ÎªÊ²Ã´»»¿¨µÄ·ÑÓÃ·Ö¼¸µÈÈË£¿´æÇ®¶àµÄÓÐÇ®ÈË»òÌ°¹ÙÃÇÉÙ½»Ç®ÉõÖÁ²»½»Ç®£¿´æ¿îÉÙµÄÅ©ÃñÀÏ°ÙÐÕÒª½»¶àÇ®£¬Ò²¾ÍÊÇ°ïÓÐÇ®ÈË²¹ÉÏÃâ½»µÄ¹¤±¾·Ñ²î¼Û£¬¿ÉÒÔÕâÑùÀí½âÂð£¿ÊÕ·Ñ±ê×¼ÊÇÎï¼Û¾Ö³öµÄÃ´£¿
179683	23.37035	113.44498	¹ã¶« ¹ãÖÝ	Yang---Ïþ±ò	2014/5/1 0:00	0:27:00	1	f	2773043001	451	291	139	Tue Jul 03 23:52:48 +0800 2012		3.76773E+15	[ÍÚ±ÇÊº][ÍÚ±ÇÊº]
123105	23.1593	113.25669	¹ã¶« ¹ãÖÝ	zhan_xC	2014/5/1 0:00	0:27:00	1	f	2470055104	118	178	340	Sat Oct 15 21:19:55 +0800 2011		3.7682E+15	Éú»î×ÜÒª¼ÌÐø[ÎûÎû][ÎûÎû][ÎûÎû] http://t.cn/8kRRNOT
10689	22.50781	113.9346	¹ã¶« ·ðÉ½	ß¹ÐÇGG	2014/5/1 0:00	0:27:00	6	m	2794824590	205	129	2496	Fri May 04 22:43:27 +0800 2012		3.76572E+15	»Ø¼ÒÒ»´Î»¨ÁË2000¶à¡­[º¦Ðß]
184230	23.43761	113.32307	¹ã¶« ¹ãÖÝ	³Ç½¨ÒÕÊõÓëÉè¼ÆÑ§ÔºÖ£ÒË·áÍÅ¶Ó	2014/5/1 0:00	0:27:00	1	m	5126038399	38	92	6	Tue Apr 29 07:19:16 +0800 2014		3.7064E+15	@ÚÀßÏ-ÐË¼Ñ @»Æ²Ó_Ken @Nobita-³ÂÓÀ½¡ @SENGHO_Pengragon //@ÎÒ½ÐÀîÓ¾åû:@Â¹Ò¯Ð¡ºº×Ó- @¼Îƒºkarminer @GrÃ¨´óÈË @ØSØSñ²ñ² @Gaga-Karhui @lalaalla @MmcGAGA @Nobita-³ÂÓÀ½¡ @y-Î¨°® @Ð»¿¡ÀÖ___ @ÎâÔÀÇàØ¼
78013	23.06794	113.10012	¹ã¶« ¹ãÖÝ	ïLÍ¯ÍÞÍÞ	2014/5/1 0:00	0:27:00	1	m	2477544912	18	13	51	Wed Oct 19 10:26:44 +0800 2011	zzoutt	3.73048E+15	#ÇòÃÔ´ó¼ì²â#ÕâÊÇÒ»¸ö×îºÃµÄÊ±´ú£¬Ò²ÊÇÒ»¸ö×î»µµÄÊ±´ú£¬²»¶®ÇòµÄÄãÔÚÊÀ½ç±­µÄ¿ñ³±ÖÐÊ¹¾¢»ëÉí½âÊý£¬ÃãÇ¿»Ø´ðÁËÅóÓÑµÄÎÊÌâ£¬¡°±¾½ì±ÈÈü£¬ÎÒ¿´ºÃµÄÊÇ...ACÃ×À¼£¡¡±@91ÖúÊÖ
20296	22.57032	113.96704	¹ã¶«	ºí¾íËÃ	2014/5/1 0:00	0:27:00	1000	m	1962174314	35	49	570	Fri Feb 25 21:40:00 +0800 2011	xpj262818	3.76791E+15	¼ÒÀïÕýÒªÇ®µÄÊ±ºò£¬ÎÒÈ´ÎªÁË×Ô¼ºÊÂÇé²»ÄÜ¸ø£¬¸Ð¾õÓÐµã×ÔË½¡£[Î¯Çü][Î¯Çü][Î¯Çü] http://t.cn/Rhk6gXa
34712	22.62667	114.0336	¹ã¶« ÉîÛÚ	ÔS•Ô†É	2014/5/1 0:00	0:27:00	3	f	3192580503	187	114	207	Sun Dec 16 11:23:14 +0800 2012		3.76443E+15	Å®ÈËÊÇÊé£¬ÄÐÈËÊÇÖí£¬ÓÀÔ¶±ðÖ¸ÍûÖíÄÜ¶Á¶®Êé¡£
166260	23.19145	113.23016	±±¾© ¶«³ÇÇø	»ÆØ¹Bitch	2014/5/1 0:00	0:27:00	1	f	2683243890	857	228	128	Tue Jan 24 19:38:54 +0800 2012	DAMIMISHOP	3.7378E+15	À´¿´¿´ÎÒÅÄµÄMV£º¡°´ó½ã²èÒÕ£¬Å£±Æ¡£ÔÞÒ»¸ö¡£????¡±£¬µã´Ë²¥·Å>>http://t.cn/RPVHfbe£¨Í¨¹ý #ÃÀÅÄ# Â¼ÖÆ£©
120561	23.11389	113.2463	¹ã¶« ¹ãÖÝ	¾ÍÁ¬ºôÎü¶¼¸Ðµ½Í´	2014/5/1 0:00	0:27:00	1	m	2691057823	64	112	417	Sun Apr 01 23:53:12 +0800 2012		3.76771E+15	//@¹¾àà¹¾ààÌ¼¿¾Óãi: //@Yser_žt˜òÓêžr: ×ª·¢Î¢²©
40761	22.89427	112.87443	ÖØÇì ¾ÅÁúÆÂÇø	åååÝµÄ¸êÍ·	2014/5/1 0:00	0:27:00	7	m	2094439013	241	80	646	Tue Apr 19 13:13:41 +0800 2011	hwago	3.76786E+15	#Öµ°à×Ü½á#ä¯ÀÀÑï·«¹ÙÍø£¬×ª·¢Ñï·«Î¢²©2Ìõ@ÒË¶¼----Ð¡Êæ
75805	23.01647	113.09655	¹ã¶« ·ðÉ½	ÀÖÀÖ1822506716	2014/5/1 0:00	0:27:00	6	f	1950090571	14	32	54	Tue Oct 08 17:58:12 +0800 2013		3.76478E+15	ÕâÑùµÄ»°£¬È¥Ò»´ÎÈýÑÇÂÃÓÎÒ²ÓÐ²»ÉÙÇ®£¬Ô©°¡£¡ÎÒµÄÈýÑÇÖ®ÂÃ»¹ÄÜÊµÏÖÂð£¿[ÎûÎû] http://t.cn/R7hhQie
